incident_id;commande_id;type_incident;gravite
I000717;CMD058558;Retard;Moyenne
I000718;CMD069364;Retard;Moyenne
I000719;CMD088037;Retard;Élevée
I000720;CMD055098;Autre;Moyenne
I000721;CMD011907;Détérioration;Élevée
I000722;CMD011379;Perte;Élevée
I000723;CMD028843;Retard;Élevée
I000724;CMD052940;Autre;Faible
I000725;CMD050881;Autre;Moyenne
I000726;CMD078195;Autre;Moyenne
I000727;CMD075447;Détérioration;Élevée
I000728;CMD087913;Autre;Faible
I000729;CMD054843;Retard;Élevée
I000730;CMD048465;Perte;Faible
I000731;CMD090718;Perte;Élevée
I000732;CMD098349;Perte;Moyenne
I000733;CMD040136;Retard;Moyenne
I000734;CMD027284;Perte;Élevée
I000735;CMD047798;Perte;Élevée
I000736;CMD028107;Retard;Élevée
I000737;CMD086351;Détérioration;Moyenne
I000738;CMD087069;Détérioration;Moyenne
I000739;CMD040005;Perte;Élevée
I000740;CMD033292;Détérioration;Faible
I000741;CMD066121;Retard;Moyenne
I000742;CMD047869;Autre;Faible
I000743;CMD040111;Retard;Élevée
I000744;CMD023434;Perte;Moyenne
I000745;CMD061536;Retard;Faible
I000746;CMD072863;Retard;Élevée
I000747;CMD032068;Retard;Moyenne
I000748;CMD030404;Retard;Faible
I000749;CMD091851;Retard;Moyenne
I000750;CMD039920;Retard;Moyenne
I000751;CMD032214;Détérioration;Faible
I000752;CMD051568;Perte;Élevée
I000753;CMD082562;Perte;Moyenne
I000754;CMD003431;Retard;Faible
I000755;CMD001990;Détérioration;Moyenne
I000756;CMD069987;Autre;Faible
I000757;CMD095334;Perte;Faible
I000758;CMD063567;Perte;Faible
I000759;CMD012906;Détérioration;Moyenne
I000760;CMD097779;Autre;Faible
I000761;CMD051418;Retard;Élevée
I000762;CMD014903;Perte;Élevée
I000763;CMD016034;Autre;Moyenne
I000764;CMD063789;Autre;Élevée
I000765;CMD054736;Perte;Élevée
I000766;CMD015022;Détérioration;Élevée
I000767;CMD069090;Retard;Faible
I000768;CMD014281;Perte;Élevée
I000769;CMD014517;Détérioration;Faible
I000770;CMD053051;Autre;Faible
I000771;CMD038882;Autre;Faible
I000772;CMD006697;Perte;Moyenne
I000773;CMD041302;Détérioration;Moyenne
I000774;CMD087342;Retard;Faible
I000775;CMD074851;Autre;Élevée
I000776;CMD017264;Détérioration;Faible
I000777;CMD006319;Perte;Élevée
I000778;CMD039246;Perte;Moyenne
I000779;CMD031360;Autre;Élevée
I000780;CMD042886;Détérioration;Élevée
I000781;CMD021805;Perte;Élevée
I000782;CMD001848;Retard;Moyenne
I000783;CMD030944;Autre;Élevée
I000784;CMD071054;Retard;Faible
I000785;CMD086132;Retard;Faible
I000786;CMD002011;Autre;Moyenne
I000787;CMD028230;Détérioration;Élevée
I000788;CMD036017;Retard;Faible
I000789;CMD094585;Retard;Faible
I000790;CMD095453;Détérioration;Élevée
I000791;CMD043638;Perte;Élevée
I000792;CMD093543;Perte;Moyenne
I000793;CMD003442;Autre;Moyenne
I000794;CMD064257;Retard;Moyenne
I000795;CMD080675;Perte;Élevée
I000796;CMD063630;Détérioration;Moyenne
I000797;CMD091701;Détérioration;Moyenne
I000798;CMD073366;Perte;Moyenne
I000799;CMD028081;Perte;Moyenne
I000800;CMD053071;Autre;Faible
I000801;CMD023753;Perte;Élevée
I000802;CMD035499;Détérioration;Faible
I000803;CMD007319;Détérioration;Faible
I000804;CMD075904;Retard;Élevée
I000805;CMD079792;Perte;Moyenne
I000806;CMD040436;Perte;Moyenne
I000807;CMD047775;Autre;Faible
I000808;CMD058350;Retard;Faible
I000809;CMD068915;Détérioration;Faible
I000810;CMD087090;Autre;Faible
I000811;CMD057522;Détérioration;Moyenne
I000812;CMD067041;Autre;Élevée
I000813;CMD031277;Perte;Moyenne
I000814;CMD095634;Retard;Élevée
I000815;CMD025814;Autre;Faible
I000816;CMD021505;Perte;Faible
I000817;CMD000527;Retard;Faible
I000818;CMD057054;Perte;Élevée
I000819;CMD060364;Retard;Faible
I000820;CMD071266;Retard;Moyenne
I000821;CMD044535;Autre;Faible
I000822;CMD042058;Détérioration;Élevée
I000823;CMD043258;Détérioration;Faible
I000824;CMD010228;Autre;Faible
I000825;CMD090544;Détérioration;Faible
I000826;CMD006499;Autre;Élevée
I000827;CMD030823;Perte;Faible
I000828;CMD078566;Perte;Élevée
I000829;CMD092082;Retard;Élevée
I000830;CMD047338;Détérioration;Moyenne
I000831;CMD017646;Autre;Moyenne
I000832;CMD037492;Retard;Moyenne
I000833;CMD087298;Autre;Élevée
I000834;CMD083418;Détérioration;Élevée
I000835;CMD046870;Autre;Moyenne
I000836;CMD052288;Perte;Moyenne
I000837;CMD096362;Autre;Faible
I000838;CMD072524;Retard;Faible
I000839;CMD061322;Perte;Élevée
I000840;CMD015332;Perte;Moyenne
I000841;CMD034823;Perte;Faible
I000842;CMD022454;Autre;Faible
I000843;CMD070533;Détérioration;Moyenne
I000844;CMD021340;Autre;Moyenne
I000845;CMD075114;Détérioration;Faible
I000846;CMD092549;Perte;Faible
I000847;CMD086231;Retard;Élevée
I000848;CMD044866;Retard;Faible
I000849;CMD067870;Détérioration;Faible
I000850;CMD042077;Détérioration;Élevée
I000851;CMD097930;Autre;Moyenne
I000852;CMD012292;Détérioration;Moyenne
I000853;CMD046232;Autre;Élevée
I000854;CMD015264;Perte;Élevée
I000855;CMD004160;Perte;Faible
I000856;CMD097628;Détérioration;Faible
I000857;CMD028820;Perte;Faible
I000858;CMD062841;Perte;Faible
I000859;CMD010795;Autre;Élevée
I000860;CMD071448;Autre;Faible
I000861;CMD014249;Perte;Élevée
I000862;CMD057098;Perte;Moyenne
I000863;CMD094623;Détérioration;Faible
I000864;CMD099138;Détérioration;Faible
I000865;CMD034489;Retard;Élevée
I000866;CMD000055;Autre;Moyenne
I000867;CMD043436;Retard;Élevée
I000868;CMD048926;Perte;Élevée
I000869;CMD054832;Perte;Élevée
I000870;CMD071345;Retard;Moyenne
I000871;CMD067863;Retard;Faible
I000872;CMD042229;Retard;Élevée
I000873;CMD037555;Autre;Faible
I000874;CMD000302;Détérioration;Élevée
I000875;CMD087679;Retard;Élevée
I000876;CMD053126;Autre;Élevée
I000877;CMD001928;Perte;Moyenne
I000878;CMD047802;Retard;Élevée
I000879;CMD088888;Autre;Moyenne
I000880;CMD068836;Retard;Faible
I000881;CMD018134;Autre;Moyenne
I000882;CMD076240;Retard;Élevée
I000883;CMD035788;Retard;Élevée
I000884;CMD030599;Autre;Faible
I000885;CMD007737;Autre;Faible
I000886;CMD014421;Autre;Faible
I000887;CMD083532;Retard;Élevée
I000888;CMD080511;Détérioration;Élevée
I000889;CMD029995;Perte;Faible
I000890;CMD060914;Autre;Faible
I000891;CMD021193;Détérioration;Faible
I000892;CMD088205;Autre;Moyenne
I000893;CMD053535;Perte;Moyenne
I000894;CMD079164;Détérioration;Moyenne
I000895;CMD093828;Détérioration;Élevée
I000896;CMD089423;Perte;Moyenne
I000897;CMD055006;Retard;Élevée
I000898;CMD091316;Autre;Élevée
I000899;CMD065520;Retard;Élevée
I000900;CMD026201;Autre;Moyenne
I000901;CMD014906;Retard;Faible
I000902;CMD054045;Retard;Élevée
I000903;CMD027304;Détérioration;Élevée
I000904;CMD017617;Détérioration;Faible
I000905;CMD008465;Détérioration;Élevée
I000906;CMD018378;Autre;Moyenne
I000907;CMD033938;Perte;Élevée
I000908;CMD049023;Détérioration;Faible
I000909;CMD054261;Autre;Moyenne
I000910;CMD033271;Perte;Moyenne
I000911;CMD032545;Détérioration;Faible
I000912;CMD085107;Perte;Élevée
I000913;CMD081153;Retard;Moyenne
I000914;CMD007981;Autre;Faible
I000915;CMD037779;Autre;Élevée
I000916;CMD013100;Détérioration;Moyenne
I000917;CMD061752;Retard;Élevée
I000918;CMD088846;Retard;Faible
I000919;CMD071987;Détérioration;Faible
I000920;CMD043643;Autre;Élevée
I000921;CMD063359;Perte;Faible
I000922;CMD013548;Retard;Élevée
I000923;CMD021967;Perte;Élevée
I000924;CMD063898;Autre;Faible
I000925;CMD063083;Autre;Faible
I000926;CMD072335;Détérioration;Élevée
I000927;CMD069998;Détérioration;Moyenne
I000928;CMD071503;Autre;Moyenne
I000929;CMD003653;Retard;Élevée
I000930;CMD033884;Détérioration;Moyenne
I000931;CMD089340;Détérioration;Moyenne
I000932;CMD077995;Autre;Faible
I000933;CMD012151;Autre;Faible
I000934;CMD082064;Autre;Élevée
I000935;CMD035371;Autre;Faible
I000936;CMD025760;Perte;Élevée
I000937;CMD087794;Perte;Faible
I000938;CMD064592;Perte;Moyenne
I000939;CMD083498;Autre;Faible
I000940;CMD006446;Retard;Faible
I000941;CMD010018;Perte;Élevée
I000942;CMD046142;Perte;Moyenne
I000943;CMD072618;Détérioration;Faible
I000944;CMD021757;Retard;Faible
I000945;CMD020178;Retard;Élevée
I000946;CMD032713;Retard;Élevée
I000947;CMD059705;Autre;Élevée
I000948;CMD023068;Perte;Élevée
I000949;CMD057369;Perte;Moyenne
I000950;CMD069778;Retard;Moyenne
I000951;CMD087379;Autre;Élevée
I000952;CMD097662;Retard;Faible
I000953;CMD086743;Autre;Faible
I000954;CMD071482;Retard;Moyenne
I000955;CMD047704;Retard;Moyenne
I000956;CMD046459;Retard;Moyenne
I000957;CMD069595;Détérioration;Faible
I000958;CMD010943;Autre;Élevée
I000959;CMD078605;Retard;Élevée
I000960;CMD042280;Détérioration;Moyenne
I000961;CMD003299;Retard;Élevée
I000962;CMD016700;Détérioration;Élevée
I000963;CMD085980;Autre;Faible
I000964;CMD043204;Retard;Faible
I000965;CMD089642;Autre;Élevée
I000966;CMD052772;Autre;Moyenne
I000967;CMD082182;Perte;Faible
I000968;CMD027696;Perte;Faible
I000969;CMD007026;Autre;Moyenne
I000970;CMD016621;Détérioration;Faible
I000971;CMD045813;Détérioration;Faible
I000972;CMD042258;Retard;Élevée
I000973;CMD021581;Perte;Élevée
I000974;CMD074462;Retard;Moyenne
I000975;CMD087717;Retard;Moyenne
I000976;CMD052103;Retard;Moyenne
I000977;CMD055876;Retard;Élevée
I000978;CMD076825;Détérioration;Élevée
I000979;CMD003839;Retard;Moyenne
I000980;CMD003643;Perte;Faible
I000981;CMD065299;Retard;Élevée
I000982;CMD069252;Détérioration;Élevée
I000983;CMD008862;Perte;Élevée
I000984;CMD081468;Autre;Élevée
I000985;CMD050999;Retard;Faible
I000986;CMD018238;Autre;Faible
I000987;CMD091913;Perte;Élevée
I000988;CMD003846;Retard;Moyenne
I000989;CMD015562;Autre;Élevée
I000990;CMD004866;Retard;Élevée
I000991;CMD054014;Détérioration;Moyenne
I000992;CMD094522;Détérioration;Élevée
I000993;CMD091376;Retard;Faible
I000994;CMD083373;Retard;Faible
I000995;CMD001811;Retard;Faible
I000996;CMD089577;Autre;Moyenne
I000997;CMD004706;Détérioration;Élevée
I000998;CMD067525;Perte;Faible
I000999;CMD076131;Détérioration;Élevée
I001000;CMD053883;Autre;Faible
I001001;CMD082679;Perte;Moyenne
I001002;CMD080811;Perte;Faible
I001003;CMD019033;Détérioration;Moyenne
I001004;CMD062479;Détérioration;Moyenne
I001005;CMD006694;Perte;Élevée
I001006;CMD089049;Perte;Élevée
I001007;CMD025971;Retard;Faible
I001008;CMD029728;Détérioration;Moyenne
I001009;CMD035253;Retard;Moyenne
I001010;CMD071602;Détérioration;Faible
I001011;CMD061336;Autre;Faible
I001012;CMD058263;Autre;Faible
I001013;CMD032521;Perte;Moyenne
I001014;CMD038522;Perte;Faible
I001015;CMD065387;Autre;Élevée
I001016;CMD012856;Retard;Faible
I001017;CMD012567;Perte;Moyenne
I001018;CMD077826;Détérioration;Élevée
I001019;CMD074301;Retard;Élevée
I001020;CMD091750;Détérioration;Faible
I001021;CMD003487;Détérioration;Faible
I001022;CMD068056;Autre;Élevée
I001023;CMD065890;Autre;Élevée
I001024;CMD050415;Perte;Moyenne
I001025;CMD084572;Perte;Moyenne
I001026;CMD064675;Retard;Élevée
I001027;CMD028523;Détérioration;Élevée
I001028;CMD061200;Retard;Moyenne
I001029;CMD039125;Détérioration;Moyenne
I001030;CMD022810;Autre;Faible
I001031;CMD063108;Retard;Faible
I001032;CMD076271;Retard;Moyenne
I001033;CMD021167;Autre;Moyenne
I001034;CMD096818;Retard;Moyenne
I001035;CMD002258;Retard;Élevée
I001036;CMD000096;Détérioration;Élevée
I001037;CMD043167;Perte;Faible
I001038;CMD000291;Autre;Faible
I001039;CMD057759;Perte;Moyenne
I001040;CMD069205;Retard;Moyenne
I001041;CMD072562;Autre;Faible
I001042;CMD071168;Autre;Moyenne
I001043;CMD010561;Autre;Élevée
I001044;CMD011989;Perte;Moyenne
I001045;CMD090302;Perte;Élevée
I001046;CMD084668;Détérioration;Faible
I001047;CMD098185;Autre;Élevée
I001048;CMD037793;Perte;Moyenne
I001049;CMD030788;Autre;Élevée
I001050;CMD012778;Autre;Moyenne
I001051;CMD057139;Détérioration;Moyenne
I001052;CMD035759;Retard;Élevée
I001053;CMD081383;Retard;Faible
I001054;CMD064706;Détérioration;Élevée
I001055;CMD087664;Retard;Faible
I001056;CMD054211;Retard;Élevée
I001057;CMD044266;Perte;Élevée
I001058;CMD082005;Perte;Élevée
I001059;CMD051846;Retard;Élevée
I001060;CMD090009;Retard;Faible
I001061;CMD005743;Détérioration;Faible
I001062;CMD087249;Retard;Faible
I001063;CMD032069;Perte;Faible
I001064;CMD016156;Détérioration;Élevée
I001065;CMD096910;Perte;Élevée
I001066;CMD008513;Autre;Élevée
I001067;CMD014330;Perte;Faible
I001068;CMD070926;Perte;Élevée
I001069;CMD090078;Retard;Moyenne
I001070;CMD074208;Détérioration;Moyenne
I001071;CMD075515;Perte;Faible
I001072;CMD058800;Retard;Élevée
I001073;CMD013875;Détérioration;Faible
I001074;CMD078643;Autre;Faible
I001075;CMD068655;Autre;Faible
I001076;CMD047825;Détérioration;Faible
I001077;CMD048644;Autre;Élevée
I001078;CMD065296;Retard;Moyenne
I001079;CMD077107;Autre;Élevée
I001080;CMD071620;Détérioration;Élevée
I001081;CMD003673;Perte;Moyenne
I001082;CMD056886;Détérioration;Faible
I001083;CMD032747;Perte;Moyenne
I001084;CMD028437;Autre;Moyenne
I001085;CMD007010;Retard;Élevée
I001086;CMD092643;Autre;Élevée
I001087;CMD013362;Détérioration;Élevée
I001088;CMD069319;Retard;Faible
I001089;CMD031638;Perte;Faible
I001090;CMD080615;Détérioration;Faible
I001091;CMD085613;Retard;Élevée
I001092;CMD052210;Détérioration;Moyenne
I001093;CMD002748;Retard;Élevée
I001094;CMD014293;Perte;Faible
I001095;CMD089250;Autre;Élevée
I001096;CMD080248;Détérioration;Faible
I001097;CMD057546;Autre;Moyenne
I001098;CMD052349;Détérioration;Moyenne
I001099;CMD072955;Perte;Moyenne
I001100;CMD092099;Perte;Élevée
I001101;CMD049148;Retard;Faible
I001102;CMD017311;Autre;Élevée
I001103;CMD066342;Détérioration;Moyenne
I001104;CMD097168;Autre;Moyenne
I001105;CMD045073;Détérioration;Élevée
I001106;CMD096366;Perte;Faible
I001107;CMD022101;Détérioration;Faible
I001108;CMD042911;Perte;Faible
I001109;CMD045907;Perte;Élevée
I001110;CMD073887;Détérioration;Élevée
I001111;CMD054136;Autre;Élevée
I001112;CMD033386;Autre;Élevée
I001113;CMD068012;Autre;Élevée
I001114;CMD006572;Retard;Élevée
I001115;CMD092974;Perte;Élevée
I001116;CMD043928;Autre;Élevée
I001117;CMD095329;Retard;Élevée
I001118;CMD076637;Détérioration;Faible
I001119;CMD011124;Perte;Moyenne
I001120;CMD096660;Perte;Élevée
I001121;CMD012485;Détérioration;Moyenne
I001122;CMD015637;Détérioration;Moyenne
I001123;CMD046637;Autre;Faible
I001124;CMD010427;Retard;Faible
I001125;CMD028436;Retard;Moyenne
I001126;CMD060865;Autre;Moyenne
I001127;CMD098823;Détérioration;Moyenne
I001128;CMD003313;Autre;Élevée
I001129;CMD042810;Autre;Faible
I001130;CMD054488;Retard;Élevée
I001131;CMD018928;Perte;Élevée
I001132;CMD032965;Détérioration;Élevée
I001133;CMD053194;Perte;Moyenne
I001134;CMD014273;Perte;Faible
I001135;CMD077461;Détérioration;Moyenne
I001136;CMD022968;Détérioration;Élevée
I001137;CMD062052;Autre;Élevée
I001138;CMD098623;Autre;Élevée
I001139;CMD014512;Perte;Moyenne
I001140;CMD076978;Perte;Faible
I001141;CMD046027;Perte;Faible
I001142;CMD040606;Retard;Moyenne
I001143;CMD081087;Détérioration;Moyenne
I001144;CMD036159;Autre;Faible
I001145;CMD061041;Retard;Faible
I001146;CMD046065;Retard;Élevée
I001147;CMD001457;Retard;Élevée
I001148;CMD039855;Retard;Faible
I001149;CMD041123;Autre;Moyenne
I001150;CMD036775;Retard;Élevée
I001151;CMD049833;Détérioration;Faible
I001152;CMD077871;Autre;Moyenne
I001153;CMD080076;Perte;Faible
I001154;CMD003900;Détérioration;Élevée
I001155;CMD028735;Détérioration;Faible
I001156;CMD073241;Autre;Élevée
I001157;CMD020793;Perte;Moyenne
I001158;CMD034003;Autre;Élevée
I001159;CMD066009;Retard;Élevée
I001160;CMD078387;Perte;Élevée
I001161;CMD023599;Retard;Moyenne
I001162;CMD025746;Détérioration;Élevée
I001163;CMD043442;Détérioration;Élevée
I001164;CMD020422;Autre;Élevée
I001165;CMD086328;Retard;Élevée
I001166;CMD061217;Autre;Moyenne
I001167;CMD033966;Perte;Moyenne
I001168;CMD005000;Retard;Faible
I001169;CMD097814;Détérioration;Moyenne
I001170;CMD013406;Perte;Élevée
I001171;CMD084701;Retard;Moyenne
I001172;CMD084597;Retard;Moyenne
I001173;CMD021793;Autre;Élevée
I001174;CMD084455;Perte;Élevée
I001175;CMD039279;Retard;Faible
I001176;CMD082202;Perte;Élevée
I001177;CMD070394;Perte;Élevée
I001178;CMD070732;Retard;Moyenne
I001179;CMD001750;Détérioration;Moyenne
I001180;CMD094888;Détérioration;Faible
I001181;CMD093568;Retard;Élevée
I001182;CMD033627;Autre;Moyenne
I001183;CMD036375;Détérioration;Moyenne
I001184;CMD099756;Autre;Moyenne
I001185;CMD047608;Perte;Moyenne
I001186;CMD076527;Retard;Élevée
I001187;CMD026553;Détérioration;Faible
I001188;CMD092012;Retard;Faible
I001189;CMD002583;Perte;Faible
I001190;CMD074348;Retard;Élevée
I001191;CMD071824;Autre;Élevée
I001192;CMD077049;Autre;Moyenne
I001193;CMD025296;Retard;Moyenne
I001194;CMD039468;Détérioration;Faible
I001195;CMD059060;Perte;Élevée
I001196;CMD037267;Retard;Moyenne
I001197;CMD010064;Perte;Moyenne
I001198;CMD037938;Autre;Moyenne
I001199;CMD049972;Perte;Faible
I001200;CMD060124;Perte;Élevée
I001201;CMD000364;Retard;Moyenne
I001202;CMD034491;Perte;Faible
I001203;CMD028999;Retard;Moyenne
I001204;CMD099181;Perte;Élevée
I001205;CMD011667;Détérioration;Faible
I001206;CMD062138;Perte;Élevée
I001207;CMD058127;Détérioration;Moyenne
I001208;CMD073436;Retard;Élevée
I001209;CMD037238;Autre;Moyenne
I001210;CMD094793;Détérioration;Moyenne
I001211;CMD021999;Perte;Élevée
I001212;CMD056893;Autre;Moyenne
I001213;CMD052046;Autre;Moyenne
I001214;CMD083564;Perte;Moyenne
I001215;CMD070145;Autre;Élevée
I001216;CMD072236;Autre;Élevée
I001217;CMD006537;Autre;Élevée
I001218;CMD021780;Perte;Faible
I001219;CMD015346;Autre;Faible
I001220;CMD082544;Perte;Moyenne
I001221;CMD025034;Autre;Élevée
I001222;CMD071045;Retard;Moyenne
I001223;CMD044721;Perte;Faible
I001224;CMD019854;Autre;Élevée
I001225;CMD071159;Autre;Moyenne
I001226;CMD078137;Retard;Élevée
I001227;CMD062644;Perte;Faible
I001228;CMD045979;Détérioration;Faible
I001229;CMD044637;Autre;Moyenne
I001230;CMD087851;Retard;Faible
I001231;CMD025974;Retard;Faible
I001232;CMD050006;Perte;Élevée
I001233;CMD004848;Autre;Élevée
I001234;CMD079087;Retard;Faible
I001235;CMD089544;Retard;Moyenne
I001236;CMD093396;Autre;Élevée
I001237;CMD017781;Autre;Faible
I001238;CMD070414;Détérioration;Élevée
I001239;CMD018480;Détérioration;Élevée
I001240;CMD071708;Retard;Moyenne
I001241;CMD001180;Autre;Faible
I001242;CMD067978;Perte;Faible
I001243;CMD084147;Autre;Faible
I001244;CMD048318;Détérioration;Élevée
I001245;CMD015419;Retard;Faible
I001246;CMD033295;Retard;Moyenne
I001247;CMD099065;Perte;Moyenne
I001248;CMD062626;Perte;Élevée
I001249;CMD047215;Retard;Élevée
I001250;CMD068713;Détérioration;Moyenne
I001251;CMD039738;Perte;Moyenne
I001252;CMD055703;Autre;Moyenne
I001253;CMD047122;Détérioration;Moyenne
I001254;CMD039632;Autre;Moyenne
I001255;CMD075095;Retard;Élevée
I001256;CMD003399;Perte;Faible
I001257;CMD030168;Détérioration;Moyenne
I001258;CMD053889;Détérioration;Moyenne
I001259;CMD012232;Détérioration;Faible
